date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:02:45	8318/8318	---M--	200	added ('OK')	image/png	etag:%221573202305.4274206-8318-872679018%22	https://cdns.klimg.com/kapanlagi.com/v5/i/m/socialtabs/klshare16icon-whatsapp_75.png	Z:/home/error/Documents/lirik/lirik/cdns.klimg.com/kapanlagi.com/v5/i/m/socialtabs/klshare16icon-whatsapp_75.png	(from https://cdns.klimg.com/a.kapanlagi.com/v5/css/m2/1.18k/entertainment.css)
12:02:46	1099/1099	---M--	200	added ('OK')	image/png	etag:%221573702986.1081352-1099-794953069%22	https://cdns.klimg.com/kapanlagi.com/v5/i/m/left-arrow-2017.png	Z:/home/error/Documents/lirik/lirik/cdns.klimg.com/kapanlagi.com/v5/i/m/left-arrow-2017.png	(from https://cdns.klimg.com/a.kapanlagi.com/v5/css/m2/1.18k/entertainment.css)
12:02:46	1095/1095	---M--	200	added ('OK')	image/png	etag:%221573702986.0937428-1095-847119823%22	https://cdns.klimg.com/kapanlagi.com/v5/i/m/right-arrow-2017.png	Z:/home/error/Documents/lirik/lirik/cdns.klimg.com/kapanlagi.com/v5/i/m/right-arrow-2017.png	(from https://cdns.klimg.com/a.kapanlagi.com/v5/css/m2/1.18k/entertainment.css)
12:02:47	2940/2940	---M--	200	added ('OK')	image/png	etag:%221589078742.9239244-2940-802096544%22	https://cdns.klimg.com/kapanlagi.com/v5/m/i/assets/img/black-small-arrow.png	Z:/home/error/Documents/lirik/lirik/cdns.klimg.com/kapanlagi.com/v5/m/i/assets/img/black-small-arrow.png	(from https://cdns.klimg.com/a.kapanlagi.com/v5/css/m2/1.18k/entertainment.css)
12:02:47	991/991	---M--	200	added ('OK')	image/png	etag:%221589214971.4168508-991-821036498%22	https://cdns.klimg.com/kapanlagi.com/v5/m/i/assets/img/panah-kanan.png	Z:/home/error/Documents/lirik/lirik/cdns.klimg.com/kapanlagi.com/v5/m/i/assets/img/panah-kanan.png	(from https://cdns.klimg.com/a.kapanlagi.com/v5/css/m2/1.18k/entertainment.css)
12:02:51	64958/64958	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20May%202020%2004:57:50%20GMT	https://m.kapanlagi.com/lirik/artis/gwen-stefani/ache/4Q://	Z:/home/error/Documents/lirik/lirik/m.kapanlagi.com/lirik/artis/gwen-stefani/ache/4Q_/index.html	(from https://cdns.klimg.com/a.kapanlagi.com/v5/js/m/1.18o/entertainment.js)
12:02:52	64963/64963	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20May%202020%2004:57:51%20GMT	https://m.kapanlagi.com/lirik/artis/gwen-stefani/ache/4Q://mO.a9.48/gH/mO.js	Z:/home/error/Documents/lirik/lirik/m.kapanlagi.com/lirik/artis/gwen-stefani/ache/4Q_/mO.a9.48/gH/mO.html	(from https://cdns.klimg.com/a.kapanlagi.com/v5/js/m/1.18o/entertainment.js)
12:02:52	64972/64972	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20May%202020%2004:57:52%20GMT	https://m.kapanlagi.com/lirik/artis/gwen-stefani/ache/4Q://4R.RR.48/RW/4n/1J/?1D={{1D}}&RV={{rs}}&6A={{6A}}	Z:/home/error/Documents/lirik/lirik/m.kapanlagi.com/lirik/artis/gwen-stefani/ache/4Q_/4R.RR.48/RW/4n/1J/index6c7a.html	(from https://cdns.klimg.com/a.kapanlagi.com/v5/js/m/1.18o/entertainment.js)
12:02:53	904/904	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2012%20May%202020%2004:57:53%20GMT	https://m.kapanlagi.com/NT/NX.js	Z:/home/error/Documents/lirik/lirik/m.kapanlagi.com/NT/NX.js	(from https://cdns.klimg.com/a.kapanlagi.com/v5/js/m/1.18o/entertainment.js)
12:02:55	64842/64842	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20May%202020%2004:57:52%20GMT	https://m.kapanlagi.com/lirik/artis/gwen-stefani/ache/aw/	Z:/home/error/Documents/lirik/lirik/m.kapanlagi.com/lirik/artis/gwen-stefani/ache/aw/index.html	(from https://cdns.klimg.com/a.kapanlagi.com/v5/js/m/1.18o/entertainment.js)
12:02:55	0/0	---M--	302	error ('Found')	text/html		http://uo.a0.us/zJ/hw.js	Z:/home/error/Documents/lirik/lirik/uo.a0.us/zJ/hw.37.delayed	(from https://cdns.klimg.com/a.kapanlagi.com/v5/js/m/1.18o/entertainment.js)
12:02:55	64889/64889	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20May%202020%2004:57:53%20GMT	https://m.kapanlagi.com/lirik/artis/gwen-stefani/ache/4Q://a.9T.48/MU/	Z:/home/error/Documents/lirik/lirik/m.kapanlagi.com/lirik/artis/gwen-stefani/ache/4Q_/a.9T.48/MU/index.html	(from https://cdns.klimg.com/a.kapanlagi.com/v5/js/m/1.18o/entertainment.js)
12:02:55	64962/64962	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20May%202020%2004:57:53%20GMT	https://m.kapanlagi.com/lirik/artis/gwen-stefani/ache/sK/	Z:/home/error/Documents/lirik/lirik/m.kapanlagi.com/lirik/artis/gwen-stefani/ache/sK/index.html	(from https://cdns.klimg.com/a.kapanlagi.com/v5/js/m/1.18o/entertainment.js)
12:02:56	0/-1	---M--	302	error ('')			http://uo.a0.us/zJ/hw.js	Z:/home/error/Documents/lirik/lirik/uo.a0.us/zJ/hw.39.delayed	(from https://cdns.klimg.com/a.kapanlagi.com/v5/js/m/1.18o/entertainment.js)
12:02:57	0/0	---M--	302	error ('Found')	text/html		http://4r.gj.48/fB/gH.js?hl=id&f7=	Z:/home/error/Documents/lirik/lirik/4r.gj.48/fB/gH.3a48db.delayed	(from https://cdns.klimg.com/a.kapanlagi.com/v5/js/m/1.18o/entertainment.js)
